created_at,tweets,topic,frame,topic_justification,frame_justification,sentiment
2024-11-12 15:28:57+00:00,"In 2019, we promised to give citizenship to the persecuted minorities from Bangladesh, Afghanistan, Pakistan... We brought the CAA, and now it has been implemented and after years Hindus have been accorded citizenship. - Shri @AmitShah",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0516
2024-11-12 12:46:44+00:00,"The true face of DMK, which is plotting to break India!",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4753
2024-11-12 09:45:01+00:00,"Shri @rsprasad addresses press conference at BJP HQ, New Delhi.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-12 03:00:01+00:00,India's Academic Excellence: A decade of growth and global recognition.,"Economy, Jobs & Industry",Neutral,"Mentions growth, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7717
2024-11-12 02:00:01+00:00,"India's aviation sector is soaring high, connecting millions and powering the economy.","Economy, Jobs & Industry",Neutral,"Mentions economy, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-11 15:26:49+00:00,PM Vidyalaxmi: Financial constraints will not prevent meritorious students from pursuing higher studies now.,Education & Youth,Making promises,"Mentions student, which signals the 'Education & Youth' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",-0.3875
2024-11-11 05:50:20+00:00,"PM Shri @narendramodi participates in 200th year celebrations of Shree Swaminarayan Mandir in Vadtal, Gujarat.",Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-10 10:24:07+00:00,"@AmitShah In their election campaign, the Aghadi will mislead you through castes. However, Modi ji has talked about only four castes. The poor, women, youth and farmers. We intend to develop Maharashtra based on these four castes only. - Shri @AmitShah",Identity / Religion / Caste & Reservation,Making promises,"Mentions caste, which signals the 'Identity / Religion / Caste & Reservation' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",-0.4767
2024-11-10 09:48:18+00:00,"HM Shri @AmitShah addresses a public meeting in Malkanpur, Maharashtra.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-11-10 07:15:37+00:00,A look at BJP's promises for the protection of cultural heritage and natural resources.,"Culture, Heritage & Sports",Neutral,"Mentions heritage, which signals the 'Culture, Heritage & Sports' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6249
2024-11-10 07:11:00+00:00,A look at BJP's promises for social welfare in Maharashtra.,Welfare & Social Schemes,Neutral,"Mentions welfare, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.3818
2024-11-10 07:09:46+00:00,A look at BJP's promises for industrial development in Maharashtra.,Infrastructure & Transport,Neutral,"Mentions development, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.3818
2024-11-10 05:20:26+00:00,HM Shri @AmitShah releases BJP's Sankalp Patra for Maharashtra Assembly Election in Mumbai.,Elections & Campaigning,Neutral,"Mentions election, which signals the 'Elections & Campaigning' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-19 16:06:04+00:00,PM Modi participated in Christmas celebrations at the residence of the Union Minister George Kurian.,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-19 14:29:35+00:00,"2,000,000 strong and growing! Follow our WhatsApp channel for all latest updates on BJP.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6476
2024-12-19 13:18:35+00:00,"Defence Minister Shri @rajnathsingh visited BJP MPs Pratap Sarangi and Mukesh Rajput, who were injured after being pushed by Opposition MPs in Parliament, at RML Hospital in Delhi to inquire about their health.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.3182
2024-12-19 09:30:07+00:00,"Under PM Modi's leadership, India's pharma industry is building a legacy of excellence and a future of innovation.","Economy, Jobs & Industry",Neutral,"Mentions industry, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7717
2024-12-18 15:00:48+00:00,The Congress party has repeatedly disrespected and insulted Dr. Babasaheb Ambedkar. Listed here are just a few instances that underline the same.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.5574
2024-12-18 14:53:38+00:00,"The BJP, led by PM Modi, has consistently honoured the legacy of Dr. Babasaheb Ambedkar.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4939
2024-12-18 12:26:52+00:00,"During the tenure of the Congress party, no memorial of Baba Saheb Ambedkar was built. When other parties came to power, they built the monument. PM Modi led the BJP govt developed Panchteerth in the memory of Baba Saheb Ambedkar. - Shri @AmitShah",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4939
2024-12-18 12:09:05+00:00,LIVE: BJP National President Shri @JPNadda and HM Shri @AmitShah jointly address a press conference at party headquarters in New Delhi.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4019
2024-12-17 17:20:36+00:00,BJP National President Shri @JPNadda presided over a meeting with BJP National General Secretaries at BJP Headquarters in New Delhi.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-17 15:44:09+00:00,"The Universal Civil Code was not introduced because after the General Elections, the first Prime Minister, Jawaharlal Nehru, introduced the Muslim Personal Law. - Shri @AmitShah in Rajya Sabha Watch full video:",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-17 13:08:34+00:00,LIVE: HM Shri @AmitShah in Rajya Sabha on 75th anniversary of the adoption of Constitution of India.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-17 12:29:20+00:00,"Share your ideas and suggestions for Prime Minister Shri @narendramodi's Mann Ki Baat programme, airing on 29th December 2024. Call 1800-11-7800 or visit Phone lines shall remain open till 27th December 2024.",Public Services & Urban Civic,Making promises,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.296
2024-12-17 05:59:08+00:00,"Even in the essence of our Constitution, the imprint of Ajanta and Ellora's arts are visible. We see the reflection of the Lotus, which symbolises our readiness to emerge from the mire and stand tall with the dawn of a new era... - Shri @JPNadda",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.25
2024-12-17 05:40:57+00:00,BJP National President and Union Minister Shri @JPNadda is speaking in the Rajya Sabha.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-16 17:30:00+00:00,Modi government's multiple reforms in the banking sector have reduced NPAs and increased profits for Public Sector Banks.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6124
2024-12-16 13:36:55+00:00,"As part of the '#KnowBJP' initiative, BJP National President Shri @JPNadda met and interacted with H.E. Mr. Anura Kumara Dissanayake, President of the Democratic Socialist Republic of Sri Lanka, in New Delhi. Glimpses...",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-16 08:36:07+00:00,"India has extended over $5 billion in credit lines and grants to Sri Lanka, with our cooperation reaching all 25 districts. Our products are always selected based on the development priorities of our partner countries. - PM @narendramodi",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6486
2024-12-16 08:25:38+00:00,LIVE: PM Shri @narendramodi and President Anura Kumara Dissanayake of Sri Lanka attend the joint press meet.,Foreign Policy & National Security,Neutral,"Mentions sri lanka, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-16 08:10:37+00:00,"BJP National Spokesperson Dr. @sambitswaraj addresses press conference at BJP HQ, New Delhi.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-15 12:25:43+00:00,"India, through Ayushman Arogray Mandirs, has ensured that free healthcare reaches every nook and corner of the country.",Welfare & Social Schemes,Neutral,"Mentions ayushman, free, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.5423
2024-12-15 11:30:00+00:00,Modi government's concerted efforts have led to 69 percent decline in the number of malaria cases in India.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0772
2024-12-14 06:30:00+00:00,"Powering the nation's future. India's nuclear energy capacity has nearly doubled in a decade. This steep growth can be attributed to Modi Govt's transformative initiatives, including the bulk approval of 10 nuclear reactors.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7783
2024-12-14 02:30:00+00:00,"The Digital Agriculture Mission is enabling a robust digital agriculture ecosystem in the country, driving innovative farmer-centric digital solutions, and making timely and reliable crop-related information available to all farmers.",Agriculture & Farmers,Neutral,"Mentions crop, farmer, which signals the 'Agriculture & Farmers' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7184
2024-12-13 17:09:25+00:00,"The Made-in-India initiative gets a major boost with the C20 cryogenic engine passing a critical sea-level test, essential for future missions like Gaganyaan.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4404
2024-12-13 16:30:26+00:00,"One Nation, One Election. Another transformative reform for the nation. Here's a primer for it...",Elections & Campaigning,Neutral,"Mentions election, which signals the 'Elections & Campaigning' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-13 13:20:54+00:00,"Preparations for Mahakumbh 2025 are underway! PM Modi launched and inaugurated development projects worth Rs. 5500 crore in Prayagraj, UP. The initiatives will enhance the experience for millions of devotees.",Law & Order / Corruption & Governance,Making promises,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.4926
2024-12-13 08:53:17+00:00,"PM @narendramodi inaugurates and launches multiple development projects in Prayagraj, Uttar Pradesh.",Infrastructure & Transport,Neutral,"Mentions development, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-13 08:33:16+00:00,"PM Shri @narendramodi visits Mahakumbh exhibition in Prayagraj, Uttar Pradesh.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-13 07:51:38+00:00,"PM Shri @narendramodi performs darshan and pooja at Hanuman Mandir in Prayagraj, Uttar Pradesh.",Agriculture & Farmers,Neutral,"Mentions mandi, which signals the 'Agriculture & Farmers' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-13 07:35:18+00:00,"PM Shri @narendramodi performs pooja at Akshay Vata Vriksh in Prayagraj, Uttar Pradesh.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-13 06:48:29+00:00,"PM Shri @narendramodi performs pooja and darshan at Sangam in Prayagraj, Uttar Pradesh.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-12 02:30:00+00:00,"India in the last decade has emerged as a global investment hub, as evidenced by the decade-long increase in FDI.","Economy, Jobs & Industry",Neutral,"Mentions fdi, investment, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.3182
2024-12-11 15:15:09+00:00,PM Modi's charismatic personality captivates the Kapoor family! Watch the Kapoors share their thoughts about their memorable meeting with their Prime Minister.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.3595
2024-12-11 13:55:09+00:00,"The Kapoor family met with PM Shri @narendramodi in a heartwarming meeting as we celebrate 100 years of Raj Kapoor. This meeting recognized Raj Kapoor's profound impact on Indian cinema and his lasting legacy, leaving the family with an immensely moving experience.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7783
2024-12-11 13:53:51+00:00,"We need to adopt an innovative approach consistently across all sectors. Just like this hackathon, the process is as important as its product. - PM @narendramodi Watch full video:",Infrastructure & Transport,Neutral,"Mentions port, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7845
2024-12-11 11:58:00+00:00,"Today, India's aspirations demand out-of-the-box thinking to tackle every challenge. We must adopt an innovative approach in every sector, making it a habit. Notably, regarding this hackathon, process is as important as its product. - PM @narendramodi",Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6369
2024-12-11 11:23:47+00:00,"I've previously participated in hackathons, and you've never disappointed me. Instead, you've boosted my morale. The solutions presented by your past teams are now being utilised in various ministries, making a significant impact across the country. - PM @narendramodi",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7618
2024-12-11 11:11:13+00:00,PM Shri @narendramodi interacts with participants of Smart India Hackathon 2024.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4019
2024-12-11 08:39:34+00:00,"BJP National Spokesperson Dr. @sambitswaraj addresses press conference at BJP HQ, New Delhi.",Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-12-11 08:11:12+00:00,LIVE: PM Shri @narendramodi releases compendium of complete works of great Tamil poet Subramania Bharathi.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6249
2024-12-11 02:30:00+00:00,"Making learning easier for millions. The PM e-Vidya DTH Channel 31 will focus on meeting the educational needs of deaf students, special educators, interpreters, and organizations working in several fields, opening new avenues for the specially-abled.",Education & Youth,Making promises,"Mentions education, student, which signals the 'Education & Youth' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.6705
2024-12-10 14:24:54+00:00,Watch how PM Modi has renewed long-overlooked diplomatic ties with countries once seen as less important during the UPA regime.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.1298
2024-10-20 11:47:53+00:00,"PM Shri @narendramodi lays foundation stone, inaugurates development works in Varanasi.",Infrastructure & Transport,Neutral,"Mentions development, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-20 10:41:35+00:00,"RJ Sankara Eye Hospital is a blend of spirituality and modernity. It will serve the elderly as well as the kids, while providing employment to the youth. - PM @narendramodi","Economy, Jobs & Industry",Making promises,"Mentions employment, which signals the 'Economy, Jobs & Industry' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.2732
2024-10-20 10:31:27+00:00,PM Shri @narendramodi is speaking at the inauguration of RJ Sankara Eye Hospital in Varanasi.,Welfare & Social Schemes,Neutral,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-19 16:15:00+00:00,India not only believes in the philosophy of Vasudhaiva Kutumbakam but also actively practices it.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4497
2024-10-17 15:40:58+00:00,Here are some highlights from the NDA Chief Ministers' Council meeting held today in Chandigarh.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-17 12:31:00+00:00,Visuals from the Chief Ministers' Council meeting of the NDA being held in Chandigarh.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-17 05:24:36+00:00,"Before independence, invaders sought to erase India's identity, and after independence, people succumbed to a slave mentality. An ecosystem had taken hold in India that worked to push us in the wrong direction. - PM @narendramodi",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",-0.4767
2024-10-17 05:24:05+00:00,"Cultural pillars like language, literature, art, and spirituality shape a nation's identity. Each nation proudly associates its heritage with its identity. Regrettably, India has fallen behind in preserving and promoting its rich cultural legacy. - PM @narendramodi","Culture, Heritage & Sports",Neutral,"Mentions heritage, which signals the 'Culture, Heritage & Sports' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.7717
2024-10-17 05:12:55+00:00,"Today, this occasion is even more special. The conferral of classical language status on Pali language is an honor to Pali language and a tribute to Lord Buddha's great legacy! - PM @narendramodi",Foreign Policy & National Security,Neutral,"Mentions us , which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.8906
2024-10-17 04:58:28+00:00,LIVE: PM Shri @narendramodi participates in International Abhidhamma Divas programme.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-16 16:41:28+00:00,Visuals from the BJP's Central Election Committee meeting at the party's headquarters in New Delhi.,Elections & Campaigning,Neutral,"Mentions election, which signals the 'Elections & Campaigning' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-16 08:03:47+00:00,BJP National Spokesperson Dr. @sambitswaraj addresses a press conference at BJP headquarters in New Delhi.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-15 15:14:47+00:00,The meeting of the Central Election Committee of BJP is in progress at BJP headquarters in New Delhi. Glimpses...,Elections & Campaigning,Neutral,"Mentions election, which signals the 'Elections & Campaigning' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4215
2024-10-15 12:50:10+00:00,"By 2026, the Modi government is determined to eliminate left-wing extremism through unwavering efforts. Here's how it's making it happen...",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.34
2024-10-15 11:40:22+00:00,9 crore and counting... Thanks for your support and trust!,Infrastructure & Transport,Neutral,"Mentions port, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.8478
2024-10-15 07:57:42+00:00,Prime Minister Shri @narendramodi visited the exhibition at ITU World Telecommunication Standardization Assembly held in New Delhi. Glimpses.,Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-15 06:00:20+00:00,LIVE: PM Shri @narendramodi inaugurates ITU World Telecommunication Standardization Assembly.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-15 01:30:00+00:00,Tributes to Dr. A. P. J. Abdul Kalam on his birth anniversary. His legacy of innovation and his unparalleled contribution to nation-building will continue to inspire generations.,Welfare & Social Schemes,Making promises,"Mentions ration, which signals the 'Welfare & Social Schemes' domain. The tweet’s core content revolves around this policy area.","Future-tense commitment markers appear (e.g., 'will', 'guarantee', 'ensure'). The tweet frames the topic around pledged action.",0.743
2024-10-14 07:35:33+00:00,MODIplomacy is positioning India as a strong and robust global power...,Foreign Policy & National Security,Neutral,"Mentions diplomacy, which signals the 'Foreign Policy & National Security' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.6908
2024-10-14 07:15:21+00:00,BJP National Spokesperson Dr. @SudhanshuTrived addresses a press conference at BJP headquarters in New Delhi.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-13 14:10:00+00:00,"In a surprise visit to Bharat Mandapam, PM Modi explored the PM Anubhuti Kendra. The Kendra showcases the initiative's major milestones and achievements.",Law & Order / Corruption & Governance,Neutral,"Mentions ed , which signals the 'Law & Order / Corruption & Governance' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.2732
2024-10-13 09:30:00+00:00,PM Modi's astute diplomatic endeavours are propelling India to new heights globally.,Public Services & Urban Civic,Neutral,Keywords and phrasing align with 'Public Services & Urban Civic'. The tweet’s main focus is most consistent with this policy area.,"No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.0
2024-10-13 08:08:41+00:00,Witness the incredible impact of as it revolutionizes India's infrastructure for the better!,Infrastructure & Transport,Neutral,"Mentions infrastructure, which signals the 'Infrastructure & Transport' domain. The tweet’s core content revolves around this policy area.","No strong praise/criticism/promise signals detected. The wording reads informational or ceremonial, hence neutral.",0.4926
